<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BVSP,D,20060605,000000,37939.00,37976.00,36670.00,36740.00,000,0
^BVSP,D,20060606,000000,36740.00,36740.00,35673.00,36558.00,000,0
^BVSP,D,20060607,000000,36559.00,36771.00,35262.00,35264.00,000,0
^BVSP,D,20060608,000000,35262.00,35608.00,34360.00,35438.00,000,0
^BVSP,D,20060609,000000,35438.00,36181.00,35075.00,35075.00,000,0
^BVSP,D,20060612,000000,35083.00,35266.00,33537.00,33555.00,000,0
^BVSP,D,20060613,000000,33535.00,33582.00,32824.00,32848.00,000,0
^BVSP,D,20060614,000000,32848.00,33474.00,32057.00,32941.00,000,0
^BVSP,D,20060616,000000,32942.00,34543.00,32942.00,34399.00,000,0
^BVSP,D,20060619,000000,34407.00,34669.00,33549.00,33897.00,000,0
^BVSP,D,20060620,000000,33897.00,34156.00,33568.00,33632.00,000,0
^BVSP,D,20060621,000000,33632.00,34601.00,33216.00,34547.00,000,0
^BVSP,D,20060622,000000,34544.00,34714.00,34226.00,34317.00,000,0
^BVSP,D,20060623,000000,34314.00,34864.00,33880.00,34661.00,000,0
^BVSP,D,20060626,000000,34663.00,34875.00,34584.00,34631.00,000,0
^BVSP,D,20060627,000000,34631.00,35015.00,34368.00,34376.00,000,0
^BVSP,D,20060628,000000,34374.00,34837.00,34349.00,34835.00,000,0
^BVSP,D,20060629,000000,34835.00,36487.00,34835.00,36487.00,000,0
^BVSP,D,20060630,000000,36487.00,37036.00,36359.00,36631.00,000,0
^BVSP,D,20060703,000000,36629.00,37402.00,36534.00,37357.00,000,0
^BVSP,D,20060704,000000,37358.00,37601.00,37188.00,37367.00,000,0
^BVSP,D,20060705,000000,37366.00,37366.00,36304.00,36378.00,000,0
^BVSP,D,20060706,000000,36380.00,36993.00,36380.00,36533.00,000,0
^BVSP,D,20060707,000000,36541.00,36796.00,35850.00,36102.00,000,0
^BVSP,D,20060710,000000,36107.00,36427.00,35863.00,36141.00,000,0
^BVSP,D,20060711,000000,36137.00,36581.00,35590.00,36554.00,000,0
^BVSP,D,20060712,000000,36555.00,36747.00,36189.00,36230.00,000,0
^BVSP,D,20060713,000000,36221.00,36221.00,35344.00,35354.00,000,0
^BVSP,D,20060714,000000,35353.00,35651.00,35001.00,35350.00,000,0
^BVSP,D,20060717,000000,35344.00,35469.00,34814.00,34866.00,000,0
^BVSP,D,20060718,000000,34871.00,35311.00,34591.00,35130.00,000,0
^BVSP,D,20060719,000000,35136.00,36785.00,35136.00,36785.00,000,0
^BVSP,D,20060720,000000,36786.00,37043.00,35847.00,35847.00,000,0
^BVSP,D,20060721,000000,35847.00,36144.00,35307.00,35510.00,000,0
^BVSP,D,20060724,000000,35525.00,36283.00,35525.00,36224.00,000,0
^BVSP,D,20060725,000000,36223.00,36709.00,36011.00,36681.00,000,0
^BVSP,D,20060726,000000,36681.00,36951.00,36475.00,36594.00,000,0
^BVSP,D,20060727,000000,36595.00,37112.00,36593.00,36888.00,000,0
^BVSP,D,20060728,000000,36886.00,37522.00,36841.00,37381.00,000,0
^BVSP,D,20060731,000000,37381.00,37399.00,37077.00,37077.00,000,0
^BVSP,D,20060801,000000,37077.00,37084.00,36536.00,36839.00,000,0
^BVSP,D,20060802,000000,36843.00,37481.00,36834.00,37288.00,000,0
^BVSP,D,20060803,000000,37288.00,37688.00,36893.00,37451.00,000,0
^BVSP,D,20060804,000000,37462.00,38172.00,37462.00,37848.00,000,0
^BVSP,D,20060807,000000,37845.00,37879.00,37518.00,37698.00,000,0
^BVSP,D,20060808,000000,37699.00,38081.00,37532.00,37600.00,000,0
^BVSP,D,20060809,000000,37602.00,38086.00,37180.00,37255.00,000,0
^BVSP,D,20060810,000000,37255.00,37423.00,36929.00,37354.00,000,0
^BVSP,D,20060811,000000,37354.00,37502.00,36886.00,36944.00,000,0
^BVSP,D,20060814,000000,36950.00,37184.00,36490.00,36557.00,000,0
^BVSP,D,20060815,000000,36559.00,37417.00,36559.00,37296.00,000,0
^BVSP,D,20060816,000000,37296.00,37697.00,37210.00,37678.00,000,0
^BVSP,D,20060817,000000,37451.00,38022.00,37402.00,37559.00,000,0
^BVSP,D,20060818,000000,37559.00,37589.00,37178.00,37552.00,000,0
^BVSP,D,20060821,000000,37550.00,37550.00,37139.00,37161.00,000,0
^BVSP,D,20060822,000000,37161.00,37255.00,36511.00,36678.00,000,0
^BVSP,D,20060823,000000,36675.00,36690.00,35512.00,35512.00,000,0
^BVSP,D,20060824,000000,35514.00,35872.00,35123.00,35797.00,000,0
^BVSP,D,20060825,000000,35795.00,36128.00,35586.00,35958.00,000,0
^BVSP,D,20060828,000000,35958.00,36389.00,35649.00,36375.00,000,0
^BVSP,D,20060829,000000,36384.00,36617.00,36013.00,36304.00,000,0
^BVSP,D,20060830,000000,36303.00,36520.00,36125.00,36313.00,144235600,0
^BVSP,D,20060831,000000,36313.00,36606.00,36013.00,36232.00,000,0
^BVSP,D,20060901,000000,36232.00,37329.00,36232.00,37329.00,98953400,0
^BVSP,D,20060904,000000,37330.00,37739.00,37287.00,37693.00,83711000,0
^BVSP,D,20060905,000000,37693.00,37693.00,37271.00,37368.00,104148400,0
^BVSP,D,20060906,000000,37368.00,37368.00,36710.00,36710.00,99016400,0
^BVSP,D,20060908,000000,36705.00,36725.00,36495.00,36558.00,80359000,0
^BVSP,D,20060911,000000,36561.00,36561.00,35666.00,35772.00,158480500,0
^BVSP,D,20060912,000000,35777.00,36147.00,35626.00,36147.00,127765600,0
^BVSP,D,20060913,000000,36147.00,36726.00,36034.00,36550.00,142775800,0
^BVSP,D,20060914,000000,36548.00,36680.00,36087.00,36154.00,91091800,0
^BVSP,D,20060915,000000,36154.00,36469.00,35878.00,36170.00,81902200,0
^BVSP,D,20060918,000000,36168.00,36670.00,36134.00,36483.00,68704200,0
^BVSP,D,20060919,000000,36477.00,36487.00,35555.00,35886.00,115664900,0
^BVSP,D,20060920,000000,35889.00,36069.00,34928.00,35197.00,153831600,0
^BVSP,D,20060921,000000,35199.00,35332.00,34624.00,34830.00,198934000,0
^BVSP,D,20060922,000000,34829.00,34897.00,34397.00,34799.00,131281600,0
^BVSP,D,20060925,000000,34803.00,35054.00,34127.00,34973.00,126964700,0
^BVSP,D,20060926,000000,34972.00,35827.00,34972.00,35819.00,121505000,0
^BVSP,D,20060927,000000,35817.00,36114.00,35611.00,36106.00,152445400,0
^BVSP,D,20060928,000000,36105.00,36487.00,36031.00,36486.00,124881800,0
^BVSP,D,20060929,000000,36486.00,36570.00,36261.00,36449.00,128959000,0
^BVSP,D,20061002,000000,36450.00,37317.00,36450.00,37058.00,149989200,0
^BVSP,D,20061003,000000,37057.00,37057.00,36438.00,36438.00,121786200,0
^BVSP,D,20061004,000000,36441.00,37780.00,36441.00,37749.00,201054100,0
^BVSP,D,20061005,000000,37750.00,38205.00,37624.00,37977.00,147085300,0
^BVSP,D,20061006,000000,37976.00,37976.00,37493.00,37940.00,88616400,0
^BVSP,D,20061009,000000,37930.00,38626.00,37736.00,38406.00,111501800,0
^BVSP,D,20061010,000000,38411.00,38778.00,38407.00,38655.00,119440600,0
^BVSP,D,20061011,000000,38652.00,38652.00,38091.00,38322.00,87991000,0
^BVSP,D,20061013,000000,38328.00,39177.00,38328.00,38850.00,112580700,0
^BVSP,D,20061016,000000,38852.00,39261.00,38672.00,39229.00,110698100,0
^BVSP,D,20061017,000000,39226.00,39226.00,38672.00,38898.00,88848400,0
^BVSP,D,20061018,000000,38898.00,39446.00,38557.00,38686.00,208399200,0
^BVSP,D,20061019,000000,38595.00,38940.00,38561.00,38920.00,000,0
^BVSP,D,20061020,000000,38919.00,38958.00,38440.00,38643.00,71733800,0
^BVSP,D,20061023,000000,38643.00,39227.00,38273.00,39227.00,101060500,0
^BVSP,D,20061024,000000,39227.00,39552.00,39091.00,39499.00,74334200,0
^BVSP,D,20061025,000000,39499.00,39721.00,39341.00,39563.00,122633500,0
^BVSP,D,20061026,000000,39563.00,39843.00,39365.00,39645.00,98565000,0
^BVSP,D,20061027,000000,39640.00,39746.00,39293.00,39328.00,115174800,0
^BVSP,D,20061030,000000,39327.00,39340.00,38681.00,38900.00,94526000,0
^BVSP,D,20061031,000000,38900.00,39263.00,38880.00,39263.00,166833700,0
^BVSP,D,20061101,000000,39279.00,40104.00,39279.00,39930.00,151358200,0
^BVSP,D,20061103,000000,39930.00,40482.00,39924.00,40435.00,160846800,0
^BVSP,D,20061106,000000,40437.00,41256.00,40437.00,41247.00,171533400,0
^BVSP,D,20061107,000000,41247.00,41402.00,40863.00,41048.00,129699300,0
^BVSP,D,20061108,000000,41042.00,41345.00,40624.00,41334.00,142110100,0
^BVSP,D,20061109,000000,41334.00,41813.00,40657.00,40815.00,140119600,0
^BVSP,D,20061110,000000,40815.00,40942.00,40322.00,40720.00,163280500,0
^BVSP,D,20061113,000000,40724.00,40724.00,40038.00,40606.00,116856500,0
^BVSP,D,20061114,000000,40607.00,41342.00,40607.00,41291.00,141768700,0
^BVSP,D,20061116,000000,41296.00,41781.00,41153.00,41162.00,157412900,0
^BVSP,D,20061117,000000,41164.00,41164.00,40482.00,41029.00,000,0
^BVSP,D,20061121,000000,41029.00,41570.00,40986.00,41570.00,118526800,0
^BVSP,D,20061122,000000,41579.00,41951.00,41308.00,41913.00,109892600,0
^BVSP,D,20061123,000000,41913.00,42308.00,41913.00,42070.00,91746800,0
^BVSP,D,20061124,000000,42071.00,42071.00,41468.00,41758.00,92538600,0
^BVSP,D,20061127,000000,41758.00,41758.00,40722.00,40915.00,000,0
^BVSP,D,20061128,000000,40915.00,41083.00,40428.00,41043.00,000,0
^BVSP,D,20061129,000000,41041.00,41988.00,41041.00,41970.00,146202300,0
^BVSP,D,20061130,000000,41971.00,42175.00,41497.00,41932.00,141201400,0
^BVSP,D,20061201,000000,41930.00,42095.00,41192.00,41327.00,84178800,0
^BVSP,D,20061204,000000,41329.00,42660.00,41282.00,42654.00,86575800,0
^BVSP,D,20061205,000000,42652.00,43261.00,42636.00,43157.00,97888000,0
^BVSP,D,20061206,000000,43158.00,43422.00,42831.00,43096.00,87843400,0
^BVSP,D,20061207,000000,43097.00,43506.00,42758.00,42909.00,81579600,0
^BVSP,D,20061208,000000,42910.00,43303.00,42818.00,42978.00,66396000,0
^BVSP,D,20061211,000000,42968.00,43432.00,42968.00,43297.00,99182800,0
^BVSP,D,20061212,000000,43297.00,43297.00,42794.00,43018.00,94209200,0
^BVSP,D,20061213,000000,43026.00,43394.00,42783.00,43285.00,194334000,0
^BVSP,D,20061214,000000,43291.00,43797.00,43291.00,43755.00,155097100,0
^BVSP,D,20061215,000000,43755.00,44263.00,43447.00,43596.00,140263800,0
^BVSP,D,20061218,000000,43596.00,44048.00,43400.00,43509.00,138330400,0
^BVSP,D,20061219,000000,43038.00,43590.00,42891.00,43590.00,000,0
^BVSP,D,20061220,000000,43592.00,43946.00,43379.00,43502.00,111485500,0
^BVSP,D,20061221,000000,43505.00,43689.00,43100.00,43385.00,80744600,0
^BVSP,D,20061222,000000,43385.00,43602.00,43125.00,43356.00,65730800,0
^BVSP,D,20061226,000000,43356.00,43611.00,43356.00,43603.00,47331000,0
^BVSP,D,20061227,000000,43602.00,44526.00,43602.00,44526.00,101324300,0
^BVSP,D,20061228,000000,44526.00,44675.00,44373.00,44474.00,113108900,0
^BVSP,D,20070102,000000,44476.00,45388.00,44476.00,45383.00,75560200,0
^BVSP,D,20070103,000000,45379.00,45379.00,44284.00,44445.00,122372800,0
^BVSP,D,20070104,000000,44442.00,44442.00,43623.00,44020.00,86577000,0
^BVSP,D,20070105,000000,44019.00,44081.00,42160.00,42245.00,164055000,0
^BVSP,D,20070108,000000,42249.00,42926.00,42144.00,42830.00,114007100,0
^BVSP,D,20070109,000000,42831.00,43001.00,41438.00,42007.00,112991900,0
^BVSP,D,20070110,000000,42001.00,42336.00,41266.00,42336.00,110755900,0
^BVSP,D,20070111,000000,42336.00,43128.00,41940.00,42670.00,84165800,0
^BVSP,D,20070112,000000,42669.00,43188.00,42526.00,43095.00,96842400,0
^BVSP,D,20070115,000000,43095.00,43473.00,42875.00,42919.00,45027800,0
^BVSP,D,20070116,000000,42916.00,42916.00,42415.00,42624.00,93088400,0
^BVSP,D,20070117,000000,42626.00,42930.00,42252.00,42735.00,73003000,0
^BVSP,D,20070118,000000,42741.00,43402.00,42407.00,42478.00,97203200,0
^BVSP,D,20070119,000000,42477.00,43428.00,42477.00,43428.00,000,0
^BVSP,D,20070122,000000,43431.00,43879.00,43183.00,43553.00,70802000,0
^BVSP,D,20070123,000000,43549.00,44243.00,43432.00,44177.00,109921200,0
^BVSP,D,20070124,000000,44177.00,44808.00,44041.00,44687.00,114652200,0
^BVSP,D,20070126,000000,44687.00,44687.00,43870.00,44412.00,102456700,0
^BVSP,D,20070129,000000,44414.00,44435.00,43555.00,43573.00,95144400,0
^BVSP,D,20070130,000000,43573.00,44065.00,43508.00,44044.00,110700200,0
^BVSP,D,20070131,000000,44046.00,44643.00,43824.00,44642.00,131510700,0
^BVSP,D,20070201,000000,44642.00,45212.00,44642.00,44815.00,120498200,0
^BVSP,D,20070202,000000,44815.00,45204.00,44597.00,44998.00,106514300,0
^BVSP,D,20070205,000000,44999.00,45286.00,44851.00,45286.00,79481200,0
^BVSP,D,20070206,000000,45287.00,45486.00,45038.00,45352.00,109404000,0
^BVSP,D,20070207,000000,45352.00,45425.00,44488.00,44588.00,114293700,0
^BVSP,D,20070208,000000,44585.00,44892.00,44070.00,44892.00,124663400,0
^BVSP,D,20070209,000000,44894.00,45050.00,44180.00,44284.00,133298700,0
^BVSP,D,20070212,000000,44286.00,44464.00,43850.00,43935.00,94842200,0
^BVSP,D,20070213,000000,43932.00,45197.00,43932.00,45197.00,116712300,0
^BVSP,D,20070214,000000,45198.00,46106.00,45198.00,45996.00,232265300,0
^BVSP,D,20070215,000000,45996.00,46178.00,45734.00,45955.00,140012600,0
^BVSP,D,20070216,000000,45955.00,45966.00,45614.00,45849.00,107391100,0
^BVSP,D,20070221,000000,45849.00,46095.00,45558.00,46090.00,73069000,0
^BVSP,D,20070222,000000,46097.00,46752.00,46097.00,46452.00,121582000,0
^BVSP,D,20070223,000000,46452.00,46517.00,45813.00,46016.00,76534200,0
^BVSP,D,20070226,000000,46021.00,46450.00,45885.00,46207.00,94900800,0
^BVSP,D,20070227,000000,46190.00,46190.00,42571.00,43145.00,189354000,0
^BVSP,D,20070228,000000,43150.00,43923.00,43122.00,43892.00,176098100,0
^BVSP,D,20070301,000000,43886.00,43886.00,42037.00,43517.00,131228800,0
^BVSP,D,20070302,000000,43518.00,43518.00,42297.00,42370.00,199570400,0
^BVSP,D,20070305,000000,42370.00,42370.00,41117.00,41179.00,123682700,0
^BVSP,D,20070306,000000,41192.00,43218.00,41192.00,43218.00,119195300,0
^BVSP,D,20070307,000000,43224.00,43396.00,42660.00,42667.00,128354000,0
^BVSP,D,20070308,000000,42672.00,43726.00,42672.00,43466.00,85353800,0
^BVSP,D,20070309,000000,43466.00,44173.00,43466.00,44133.00,129008600,0
^BVSP,D,20070312,000000,44133.00,44406.00,43845.00,44249.00,116185400,0
^BVSP,D,20070313,000000,44249.00,44249.00,42724.00,42749.00,159221400,0
^BVSP,D,20070314,000000,42749.00,43290.00,42051.00,43288.00,160333800,0
^BVSP,D,20070315,000000,43289.00,43573.00,42951.00,43278.00,136954300,0
^BVSP,D,20070316,000000,43278.00,43568.00,42598.00,42730.00,112346700,0
^BVSP,D,20070319,000000,42734.00,43714.00,42734.00,43713.00,142704400,0
^BVSP,D,20070320,000000,43713.00,44353.00,43679.00,44351.00,165675100,0
^BVSP,D,20070321,000000,44350.00,45631.00,44350.00,45631.00,201404600,0
^BVSP,D,20070322,000000,45631.00,45950.00,45272.00,45424.00,139703500,0
^BVSP,D,20070323,000000,45425.00,45759.00,45168.00,45533.00,82313000,0
^BVSP,D,20070326,000000,45533.00,45712.00,44965.00,45645.00,78423800,0
^BVSP,D,20070327,000000,45646.00,45646.00,45143.00,45207.00,95099400,0
^BVSP,D,20070328,000000,45204.00,45204.00,44315.00,44484.00,132180500,0
^BVSP,D,20070329,000000,44493.00,45570.00,44493.00,45355.00,134403900,0
^BVSP,D,20070330,000000,45355.00,45805.00,45138.00,45805.00,124972500,0
^BVSP,D,20070402,000000,45805.00,45805.00,45225.00,45597.00,141629100,0
^BVSP,D,20070403,000000,45601.00,46481.00,45601.00,46288.00,208963000,0
^BVSP,D,20070404,000000,46290.00,46692.00,46113.00,46554.00,121560000,0
^BVSP,D,20070405,000000,46555.00,46767.00,46418.00,46647.00,113833700,0
^BVSP,D,20070409,000000,46650.00,47239.00,46650.00,46855.00,124565500,0
^BVSP,D,20070410,000000,46855.00,47234.00,46822.00,47174.00,165433200,0
^BVSP,D,20070411,000000,47173.00,47573.00,46680.00,46939.00,169053700,0
^BVSP,D,20070412,000000,46941.00,47389.00,46506.00,47347.00,117205600,0
^BVSP,D,20070413,000000,47347.00,47968.00,47267.00,47926.00,122908200,0
^BVSP,D,20070416,000000,47925.00,49022.00,47925.00,48921.00,155061700,0
^BVSP,D,20070417,000000,48923.00,49156.00,48631.00,48755.00,140107200,0
^BVSP,D,20070418,000000,48760.00,49339.00,48456.00,48710.00,190930900,0
^BVSP,D,20070419,000000,48705.00,48837.00,47917.00,48762.00,168338300,0
^BVSP,D,20070420,000000,48763.00,49459.00,48763.00,49408.00,155979900,0
^BVSP,D,20070423,000000,49409.00,49477.00,49097.00,49162.00,84795800,0
^BVSP,D,20070424,000000,49162.00,49259.00,48602.00,49071.00,85154000,0
^BVSP,D,20070425,000000,49072.00,49816.00,49072.00,49676.00,139457700,0
^BVSP,D,20070426,000000,49678.00,49856.00,49060.00,49068.00,130519800,0
^BVSP,D,20070427,000000,49067.00,49232.00,48311.00,49230.00,97450000,0
^BVSP,D,20070430,000000,49222.00,49482.00,48744.00,48956.00,155714300,0
^BVSP,D,20070502,000000,48955.00,49630.00,48953.00,49472.00,82439200,0
^BVSP,D,20070503,000000,49472.00,50318.00,49472.00,50218.00,61496600,0
^BVSP,D,20070504,000000,50218.00,50898.00,50218.00,50598.00,48752600,0
^BVSP,D,20070507,000000,50591.00,50618.00,50154.00,50282.00,30581600,0
^BVSP,D,20070508,000000,50276.00,50369.00,49526.00,50278.00,58598200,0
^BVSP,D,20070509,000000,50277.00,51369.00,50149.00,51300.00,129546400,0
^BVSP,D,20070510,000000,51298.00,51298.00,50205.00,50235.00,183381300,0
^BVSP,D,20070511,000000,50235.00,51083.00,50235.00,50902.00,146071500,0
^BVSP,D,20070514,000000,50910.00,51066.00,50298.00,50511.00,82391800,0
^BVSP,D,20070515,000000,50511.00,51042.00,50370.00,50518.00,88112800,0
^BVSP,D,20070516,000000,50518.00,51738.00,50518.00,51738.00,154949100,0
^BVSP,D,20070517,000000,51741.00,51959.00,51374.00,51631.00,100343900,0
^BVSP,D,20070518,000000,51633.00,52088.00,51499.00,52078.00,103165200,0
^BVSP,D,20070521,000000,52078.00,52691.00,52078.00,52423.00,128956500,0
^BVSP,D,20070522,000000,52424.00,52561.00,52039.00,52208.00,54601200,0
^BVSP,D,20070523,000000,52210.00,52505.00,51670.00,51813.00,177385300,0
^BVSP,D,20070524,000000,51813.00,51891.00,50214.00,50531.00,104114900,0
^BVSP,D,20070525,000000,50541.00,51633.00,50541.00,51618.00,93920400,0
^BVSP,D,20070528,000000,51616.00,52209.00,51616.00,52120.00,58686200,0
^BVSP,D,20070529,000000,52121.00,52545.00,51271.00,51713.00,158100700,0
^BVSP,D,20070530,000000,51706.00,52595.00,50607.00,52528.00,140483000,0
^BVSP,D,20070531,000000,52536.00,52877.00,52098.00,52268.00,125166600,0
^BVSP,D,20070601,000000,52271.00,53423.00,52271.00,53423.00,148685200,0
^BVSP,D,20070604,000000,53423.00,53423.00,52651.00,53243.00,90055800,0
^BVSP,D,20070605,000000,53245.00,53271.00,52673.00,53162.00,89869200,0
^BVSP,D,20070606,000000,53162.00,53162.00,51869.00,52049.00,92944800,0
^BVSP,D,20070608,000000,52045.00,52500.00,50885.00,52330.00,84325800,0
^BVSP,D,20070611,000000,52324.00,52952.00,52184.00,52777.00,81569800,0
^BVSP,D,20070612,000000,52776.00,52776.00,51643.00,51797.00,75774200,0
^BVSP,D,20070613,000000,51799.00,53226.00,51799.00,52994.00,175650400,0
^BVSP,D,20070614,000000,53011.00,53798.00,53009.00,53713.00,97862600,0
^BVSP,D,20070615,000000,53723.00,54726.00,53723.00,54519.00,123495800,0
^BVSP,D,20070618,000000,54519.00,55000.00,54355.00,54730.00,115684800,0
^BVSP,D,20070619,000000,54730.00,54797.00,54450.00,54644.00,99302200,0
^BVSP,D,20070620,000000,54644.00,55003.00,54029.00,54029.00,120526300,0
^BVSP,D,20070621,000000,54030.00,54844.00,53911.00,54657.00,103576000,0
^BVSP,D,20070622,000000,54644.00,54644.00,53952.00,54267.00,94636800,0
^BVSP,D,20070625,000000,54270.00,54605.00,53605.00,54042.00,84710200,0
^BVSP,D,20070626,000000,54045.00,54413.00,53842.00,53852.00,68430600,0
^BVSP,D,20070627,000000,53852.00,54164.00,53202.00,54143.00,86424600,0
^BVSP,D,20070628,000000,54154.00,54648.00,54147.00,54147.00,89190200,0
^BVSP,D,20070629,000000,54150.00,54783.00,53958.00,54392.00,85396000,0
^BVSP,D,20070702,000000,54396.00,55386.00,54396.00,55371.00,67223800,0
^BVSP,D,20070703,000000,55371.00,55783.00,55259.00,55700.00,33761000,0
^BVSP,D,20070704,000000,55698.00,56000.00,55598.00,55696.00,23831400,0
^BVSP,D,20070705,000000,55696.00,55932.00,55345.00,55932.00,54025000,0
^BVSP,D,20070706,000000,55932.00,56444.00,55932.00,56444.00,39105400,0
^BVSP,D,20070710,000000,56444.00,56544.00,55678.00,55883.00,50772400,0
^BVSP,D,20070711,000000,55882.00,56495.00,55628.00,56356.00,42577400,0
^BVSP,D,20070712,000000,56380.00,57676.00,56378.00,57613.00,43539800,0
^BVSP,D,20070713,000000,57613.00,57983.00,57327.00,57644.00,49967000,0
^BVSP,D,20070716,000000,57644.00,57666.00,57035.00,57374.00,51594200,0
^BVSP,D,20070717,000000,57376.00,57799.00,57307.00,57660.00,000,0
^BVSP,D,20070718,000000,57660.00,57660.00,56903.00,57556.00,000,0
^BVSP,D,20070719,000000,57556.00,58293.00,57556.00,58125.00,000,0
^BVSP,D,20070720,000000,58125.00,58125.00,57103.00,57443.00,36497000,0
^BVSP,D,20070723,000000,57443.00,58070.00,57443.00,58037.00,40731200,0
^BVSP,D,20070724,000000,58036.00,58057.00,55165.00,55795.00,61823000,0
^BVSP,D,20070725,000000,55797.00,56409.00,54520.00,56001.00,79978200,0
^BVSP,D,20070726,000000,55998.00,55998.00,52627.00,53893.00,80241800,0
^BVSP,D,20070727,000000,53893.00,54407.00,52922.00,52922.00,64166800,0
^BVSP,D,20070730,000000,52925.00,54790.00,52925.00,54573.00,46189400,0
^BVSP,D,20070731,000000,54602.00,55662.00,54169.00,54183.00,60286200,0
^BVSP,D,20070801,000000,54170.00,54234.00,53036.00,54234.00,60579400,0
^BVSP,D,20070802,000000,54245.00,54959.00,54202.00,54691.00,46542600,0
^BVSP,D,20070803,000000,54697.00,54725.00,52575.00,52846.00,83125000,0
^BVSP,D,20070806,000000,52846.00,53207.00,51317.00,53091.00,81613200,0
^BVSP,D,20070807,000000,53092.00,54113.00,52746.00,53802.00,37271000,0
^BVSP,D,20070808,000000,53804.00,55616.00,53804.00,55241.00,64404600,0
^BVSP,D,20070809,000000,55213.00,55213.00,53324.00,53431.00,50735200,0
^BVSP,D,20070810,000000,53431.00,53431.00,51682.00,52638.00,58812200,0
^BVSP,D,20070813,000000,52647.00,53670.00,52202.00,52434.00,48389000,0
^BVSP,D,20070814,000000,52434.00,52945.00,50912.00,50912.00,49403000,0
^BVSP,D,20070815,000000,50912.00,51286.00,49106.00,49285.00,108086200,0
^BVSP,D,20070816,000000,49281.00,49281.00,44938.00,48016.00,94943000,0
^BVSP,D,20070817,000000,48026.00,49588.00,46877.00,48559.00,69136800,0
^BVSP,D,20070820,000000,48561.00,49574.00,48561.00,49206.00,40150000,0
^BVSP,D,20070821,000000,49208.00,50064.00,48739.00,49815.00,25605200,0
^BVSP,D,20070822,000000,49815.00,51749.00,49815.00,51745.00,26165200,0
^BVSP,D,20070823,000000,51745.00,52351.00,51082.00,51848.00,18680600,0
^BVSP,D,20070824,000000,51845.00,52998.00,51390.00,52998.00,48704200,0
^BVSP,D,20070827,000000,52995.00,53396.00,52502.00,53078.00,23481800,0
^BVSP,D,20070828,000000,53072.00,53072.00,51390.00,51645.00,20718200,0
^BVSP,D,20070829,000000,51648.00,52810.00,51647.00,52735.00,20048400,0
^BVSP,D,20070830,000000,52728.00,53645.00,52223.00,52858.00,28670400,0
^BVSP,D,20070831,000000,52874.00,54715.00,52874.00,54637.00,46496600,0
^BVSP,D,20070903,000000,54641.00,54998.00,54519.00,54833.00,5239000,0
^BVSP,D,20070904,000000,54834.00,55566.00,54588.00,55250.00,9577600,0
^BVSP,D,20070905,000000,55243.00,55243.00,54156.00,54408.00,2828400,0
^BVSP,D,20070906,000000,54413.00,55094.00,54413.00,54569.00,5897800,0
^BVSP,D,20070910,000000,54554.00,54554.00,52321.00,52653.00,4085000,0
^BVSP,D,20070911,000000,52660.00,53954.00,52660.00,53921.00,4894200,0
^BVSP,D,20070912,000000,53922.00,54622.00,53718.00,53883.00,5599000,0
^BVSP,D,20070913,000000,53883.00,55087.00,53883.00,54908.00,3627600,0
^BVSP,D,20070914,000000,54909.00,55465.00,54378.00,54671.00,5843200,0
^BVSP,D,20070917,000000,54671.00,54733.00,53691.00,54341.00,4175800,0
^BVSP,D,20070918,000000,54351.00,56844.00,54351.00,56666.00,7547200,0
^BVSP,D,20070919,000000,56675.00,58079.00,56675.00,57264.00,7791400,0
^BVSP,D,20070920,000000,57263.00,57609.00,56607.00,56906.00,4655000,0
^BVSP,D,20070921,000000,56919.00,57899.00,56919.00,57799.00,7360400,0
^BVSP,D,20070924,000000,57799.00,58719.00,57799.00,58719.00,5824600,0
^BVSP,D,20070925,000000,58717.00,58862.00,57969.00,58858.00,3464800,0
^BVSP,D,20070926,000000,58859.00,59825.00,58859.00,59715.00,6099200,0
^BVSP,D,20070927,000000,59713.00,61052.00,59713.00,61052.00,6392800,0
^BVSP,D,20070928,000000,61054.00,61054.00,60086.00,60465.00,5429200,0
^BVSP,D,20071001,000000,60465.00,62355.00,60465.00,62340.00,15394000,0
^BVSP,D,20071002,000000,62341.00,62356.00,61241.00,62017.00,6097200,0
^BVSP,D,20071003,000000,62021.00,62021.00,60094.00,60099.00,6852200,0
^BVSP,D,20071004,000000,60102.00,61080.00,59536.00,60407.00,8710600,0
^BVSP,D,20071005,000000,60408.00,62704.00,60408.00,62319.00,9083000,0
^BVSP,D,20071008,000000,62319.00,62725.00,61841.00,62661.00,4076200,0
^BVSP,D,20071009,000000,62661.00,63658.00,62661.00,63549.00,7505800,0
^BVSP,D,20071010,000000,63550.00,63565.00,62894.00,63197.00,4719800,0
^BVSP,D,20071011,000000,63197.00,64169.00,61487.00,62456.00,5273600,0
^BVSP,D,20071015,000000,62456.00,63841.00,62412.00,62969.00,4598800,0
^BVSP,D,20071016,000000,62965.00,62965.00,61565.00,61718.00,4902600,0
^BVSP,D,20071017,000000,61720.00,63194.00,61460.00,63194.00,7642000,0
^BVSP,D,20071018,000000,63192.00,63322.00,61943.00,63261.00,4539800,0
^BVSP,D,20071019,000000,63270.00,63349.00,60883.00,60894.00,5454000,0
^BVSP,D,20071022,000000,60884.00,61379.00,59473.00,61215.00,4185400,0
